,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
REPUBLIQUE ALGERIENNE DEMOCRATIQUE ET POPULAIRE  ,,,,,,,,,,,,,,,,,,,,
MINISTERE DE LA SANTE DE LA POPULATION ET DE LA REFORME HOSPITALIERE,,,,,,,,,,,,,,,,,,,,
DIRECTION GENERALE DE LA PHARMACIE ET DES EQUIPEMENTS DE SANTE,,,,,,,,,,,,,,,,,,,,
DIRECTION DES PRODUITS PHARMACEUTIQUES - SOUS DIRECTION DE L'ENREGISTREMENT,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
NOMENCLATURE NATIONALE DES PRODUITS PHARMACEUTIQUES A USAGE DE LA MEDECINE HUMAINE AU 31 DECEMBRE 2019  ( 3412 DE),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
N°,N°ENREGISTREMENT,CODE,DENOMINATION COMMUNE INTERNATIONALE,NOM DE MARQUE,FORME,DOSAGE,COND,LISTE,P1,P2,OBS,LABORATOIRES DETENTEUR DE LA DECISION D'ENREGISTREMENT,PAYS DU LABORATOIRE DETENTEUR DE LA DECISION D'ENREGISTREMENT,DATE D'ENREGISTREMENT INITIAL ,DATE D'ENREGISTREMENT  FINAL ,TYPE,STATUT,DUREE DE STABILITE,,
2704,077/ 09 H 144 /19,09 H 144,Prednisolone s/f metasulfobenzoate sodique,LAMISOLONE,COMP. ORODISPERS,20MG,B/20,Liste I,HOP,OFF,,LABORATOIRE ALGERIEN DU MEDICAMENT SARL,ALGERIE,4/29/2019,4/29/2019,Gé,F,,,
2705,003/ 09 H 038 /97/17,09 H 038,PREDNISONE,PRECORTYL,COMPRIME,5MG,B/30,Liste I,HOP,OFF,,EPE  GROUPE INDUSTRIEL SAIDAL SPA,ALGERIE,3/23/1997,6/12/2017,Gé,F,36 MOIS,,
2706,468/ 09 H 038 /13,09 H 038,PREDNISONE,NADCORTYL,COMPRIME SECABLE ,5MG,B/30,Liste I,HOP,OFF,,NADPHARMADIC PRODUCTION SARL,ALGERIE,7/3/2013,7/3/2013,Gé,F,,,
2707,001/ 15 A 066 /13,15 A 066,Prégabaline,REGAB,GLES.,50MG,B/56,Liste I,HOP,OFF,,HIKMA PHARMA ALGERIA SARL,ALGERIE,5/29/2013,5/29/2013,Gé,Fprémix,36 MOIS,,
2708,001/ 15 A 068 /13/18,15 A 068,Prégabaline,REGAB,GLES.,150MG,B/56,Liste I,HOP,OFF,,HIKMA PHARMA ALGERIA SARL,ALGERIE,3/5/2013,1/29/2018,Gé,Fprémix,36 MOIS,,
2709,001/ 15 A 069 /13,15 A 069,Prégabaline,REGAB,GLES.,300MG,B/56,Liste I,HOP,OFF,,HIKMA PHARMA ALGERIA SARL,ALGERIE,3/5/2013,3/5/2013,Gé,Fprémix,36 MOIS,,
2710,001/ 15 A 101 /13,15 A 101,Prégabaline,REGAB,GLES.,75MG,B/56,Liste I,HOP,OFF,,HIKMA PHARMA ALGERIA SARL,ALGERIE,7/31/2013,7/31/2013,Gé,Fprémix,36 MOIS ,,
2711,035/ 15 A 065 /14,15 A 065,Prégabaline,PREGABA,GLES ,25MG ,B/30,Liste I,HOP,OFF,,PHARMALLIANCE EURL,ALGERIE,7/13/2014,7/13/2014,Gé,F,24 MOIS,,
2712,035/ 15 A 066 /14,15 A 066,Prégabaline,PREGABA,GLES ,50MG ,B/30,Liste I,HOP,OFF,,PHARMALLIANCE EURL,ALGERIE,7/13/2014,7/13/2014,Gé,F,24 MOIS,,
2713,035/ 15 A 068 /14,15 A 068,Prégabaline,PREGABA,GLES.,150MG,B/30,Liste I,HOP,OFF,,PHARMALLIANCE EURL,ALGERIE,10/13/2014,10/13/2014,Gé,F,24 MOIS,,
2714,035/ 15 A 069 /14,15 A 069,Prégabaline,PREGABA,GLES.,300MG,B/30,Liste I,HOP,OFF,,PHARMALLIANCE EURL,ALGERIE,12/15/2014,12/15/2014,Gé,F,24 MOIS,,
2715,045/ 15 A 065 /06/16,15 A 065,Prégabaline,LYRICA,GLES.,25MG,B/56,Liste I,HOP,OFF,,PFIZER LIMITED,ROYAUME UNI,10/11/2006,5/3/2016,Ré,I,36 MOIS ,,
2716,045/ 15 A 066 /06/16,15 A 066,Prégabaline,LYRICA,GLES.,50MG,B/56,Liste I,HOP,OFF,,PFIZER PHARMA ALGERIE,ALGERIE,10/11/2006,6/13/2016,Ré,F,36 MOIS ,,
2717,045/ 15 A 069 /06,15 A 069,Prégabaline,LYRICA,GLES.,300MG,B/56,Liste I,HOP,OFF,,PFIZER LIMITED,ROYAUME UNI,10/11/2006,10/11/2006,Ré,I,,,
2718,097 /15 A 068/ 16,15 A 068,Prégabaline,NEURAXON 150,GLES,150MG,B/60,Liste I,HOP,OFF,,SANAMED SARL ,ALGERIE,8/1/2016,8/1/2016,Gé,Fprémix,36 MOIS,,
2719,097/ 15 A 066 /16,15 A 066,Prégabaline,NEURAXON ,GLES.,50MG ,B/60,Liste I,HOP ,OFF,,SANAMED SARL ,ALGERIE,6/13/2016,6/13/2016,Gé,Fprémix,36 MOIS,,
2720,149/ 15 A 066 /15,15 A 066,Prégabaline,PRERICA,GLES.,50MG,B/60,Liste I,HOP,OFF,,NOVAPHARM TRADING SARL,ALGERIE,4/26/2015,4/26/2015,Gé,F,36 MOIS,,
2721,149/ 15 A 068 /15,15 A 068,Prégabaline,PRERICA,GLES.,150MG,B/60,Liste I,HOP,OFF,,NOVAPHARM TRADING SARL,ALGERIE,3/18/2015,3/18/2015,Gé,F,36 MOIS,,
2722,173/15 A 068/18,15 A 068,Prégabaline,NERVAX,GLES.,150MG,B/60,Liste I,HOP,OFF,,TABUK ALGERIE,ALGERIE,5/27/2018,5/27/2018,Gé,F,24MOIS,,
2723,177 /15 A 069/18,15 A 069,Prégabaline,GABALYSE,GLES.,300MG,B/56,Liste I,HOP,OFF,,ABDI IBRAHIM ILAC SANAYI Ve ,TURQUIE,12/25/2018,12/25/2018,Gé,F,24MOIS,,
2724,177/15 A 068/18,15 A 068,Prégabaline,GABALYSE,GLES.,150MG,B/56,Liste I,HOP,OFF,,ABDI IBRAHIM ILAC SANAYI Ve ,ALGERIE,10/19/2016,10/19/2016,Gé,F,24MOIS,,
2725,177/15 A 101/19,15 A 101,Prégabaline,GABALYSE,GLES.,75MG,B/56,Liste I,HOP,OFF,,ABDI IBRAHIM ILAÇ SANAYI VE TICARET A.S,TURQUIE,1/9/2019,1/9/2019,Gé,F,24 MOIS,,
2726,235/ 15 A 068 /19,15 A 068,Prégabaline,LIPRAG,GLES ,150MG,B/60,Liste I,HOP,OFF,,BIOGALENIC / SARL,ALGERIE,1/30/2019,1/30/2019,Gé,F,24 MOIS,,
2727,235/15 A 066/19,15 A 066,Prégabaline,LIPRAG,GLES ,50MG,B/60,Liste I,HOP,OFF,,BIOGALENIC / SARL,ALGERIE,2/4/2019,2/4/2019,Gé,F,24 MOIS,,
2728,263/ 15 A 066 /15,15 A 066,Prégabaline,NEURICA,GLES.,50MG,B/60,Liste I,HOP,OFF,,BIOPHARM SPA,ALGERIE,3/18/2015,3/18/2015,Gé,F,36 MOIS,,
2729,263/ 15 A 068 /15,15 A 068,Prégabaline,NEURICA,GLES.,150MG,B/60,Liste I,HOP,OFF,,BIOPHARM SPA,ALGERIE,3/31/2015,3/31/2015,Gé,F,36 MOIS,,
2730,263/ 15 A 101 /15,15 A 101,Prégabaline,NEURICA,GLES.,75MG,B/60,Liste I,HOP,OFF,,BIOPHARM SPA,ALGERIE,10/19/2015,10/19/2015,Gé,F,36 MOIS,,
2731,289/ 15 A 066 /12,15 A 066,Prégabaline,RICABALINE,MICROGLES. EN GLES.,50MG,B/60,Liste I,HOP,OFF,,FRATER RAZES FORME SECHE SPA,ALGERIE,10/15/2012,6/25/2019,Gé,Fprémix,36MOIS,,
2732,289/ 15 A 068 /12/19,15 A 068,Prégabaline,RICABALINE,GLES.,150MG,B/60,Liste I,HOP,OFF,,FRATER RAZES FORME SECHE,ALGERIE,1/10/2012,1/10/2012,Gé,Fprémix,,,
2733,289/ 15 A 069 /15,15 A 069,Prégabaline,RICABALINE,MICROGRANULES EN GLES ,300MG,B/60,Liste I,HOP,OFF,,FRATER RAZES FORME SECHE SPA,ALGERIE,7/30/2015,7/30/2015,Gé,Fprémix,36 MOIS,,
2734,309/ 15 A 066 /13,15 A 066,Prégabaline,PREGABALINE LDM,GLES. ,50MG,B/60,Liste I,HOP,OFF,,LABORATOIRES DE DIAGNOSTIC MAGHREBINS (LDM),ALGERIE,8/25/2013,8/25/2013,Gé,F,36 MOIS,,
2735,309/ 15 A 068 /13,15 A 068,Prégabaline,PREGABALINE LDM,GLES.,150MG,B/60,Liste I,HOP,OFF,,LABORATOIRES  DE DIAGNOSTIC MAGHREBINS (LDM),ALGERIE,9/30/2013,9/30/2013,Gé,F,36 MOIS,,
2736,309/ 15 A 069 /13,15 A 069,Prégabaline,PREGABALINE LDM,GLES.,300MG,B/60,Liste I,HOP,OFF,,LABORATOIRES  DE DIAGNOSTIC MAGHREBINS (LDM),ALGERIE,9/30/2013,9/30/2013,Gé,F,36 MOIS,,
2737,352/15 A 066/17,15 A 066,Prégabaline,LYRIZIN ,GLES ,50MG,B/60,Liste I,HOP,OFF,,EL KENDI DU MEDICAMENT SPA,ALGERIE,10/8/2017,10/8/2017,Gé,F,24 MOIS,,
2738,352/15 A 068/17,15 A 068,Prégabaline,LYRIZIN,GLES.,150MG,B/60,Liste I,HOP,OFF,,EL KENDI,ALGERIE,2/7/2017,2/7/2017,Gé,F,24 MOIS,,
2739,352/15 A 069/17,15 A 069,Prégabaline,LYRIZIN,GLES.,300MG,B/60,Liste I,HOP,OFF,,EL KENDI ,ALGERIE,2/12/2017,2/12/2017,Gé,F,24 MOIS ,,
2740,352/15 A 101/17,15 A 101,Prégabaline,LYRIZIN ,GLES.,75MG,B/60,Liste I,HOP,OFF,,EL KENDI INDUSTRIE DU MEDICAMENT SPA,ALGERIE,10/8/2017,10/8/2017,Gé,F,24 MOIS,,
2741,418/15 A 066/17,15 A 066,Prégabaline,YRICAL,GLES.,50MG,B/56,Liste I,HOP,OFF,,NEOMEDIC,ALGERIE,2/7/2017,2/7/2017,Gé,F,24 MOIS ,,
2742,418/15 A 068/17,15 A 068,Prégabaline,YRICAL,GLES.,150MG,B/56,Liste I,HOP,OFF,,NEOMEDIC,ALGERIE,2/7/2017,2/7/2017,Gé,F,24 MOIS,,
2743,447 / 15 A 069 /13/18,15 A 069,Prégabaline,PREGABALINE BEKER,GLES.,300MG,B/60,Liste I,HOP,OFF,,BEKER SARL (SARL LABORATOIRE BEKER ALGERIE),ALGERIE,3/20/2013,8/1/2018,Gé,F,36 MOIS,,
2744,447/ 15 A 066 /13 /18,15 A 066,Prégabaline,PREGABALINE BEKER,GLES.,50MG,B/60,Liste I,HOP,OFF,,BEKER SARL (SARL LABORATOIRE BEKER ALGERIE),ALGERIE,6/11/2013,,Gé,F,,,
2745,447/ 15 A 068 /13/18,15 A 068,Prégabaline,PREGABALINE BEKER,GLES.,150MG,B/60,Liste I,HOP,OFF,,BEKER SARL (SARL LABORATOIRE BEKER ALGERIE),ALGERIE,5/12/2013,5/27/2018,Gé,F,36MOIS ,,
2746,447/ 15 A 101 /16,15 A 101,Prégabaline,PREGABALINE BEKER ,GLES,75MG,B/60,Liste I,HOP ,OFF,,SARL BEKER,ALGERIE,9/5/2016,9/5/2016,Gé,F,24MOIS,,
2747,510/ 15 A 066 /16,15 A 066,Prégabaline,LEPTICA,GLES ,50MG,B/60,Liste I,HOP,OFF,,ALEMBIC MAMI SPA ,ALGERIE,9/27/2016,9/27/2016,Gé,F,24MOIS ,,
2748,510/15 A 068/16,15 A 068,Prégabaline,LEPTICA,GLES.,150MG,B/60,Liste I,HOP,OFF,,ALEMBIC MAMI SPA ,ALGERIE,10/19/2016,10/19/2016,Gé,F,24MOIS,,
2749,510/15 A 069/16,15 A 069,Prégabaline,LEPTICA,GLES.,300MG,B/60,Liste I,HOP,OFF,,ALEMBIC MAMI SPA ,ALGERIE,11/9/2016,11/9/2016,Gé,F,24MOIS,,
2750,544 /15 A 068/18,15 A 068,Prégabaline,GALARA,GLES.,150MG,B/30,Liste I,HOP,OFF,,SARL WORLD MEDECINE LIMITED,ALGERIE,7/24/2018,7/24/2018,Gé,F,24MOIS,,
2751,544 /15 A 069/18,15 A 069,Prégabaline,GALARA,GLES.,300MG,B/30,Liste I,HOP,OFF,,SARL WORLD MEDECINE LIMITED,ALGERIE,7/24/2018,7/24/2018,Gé,F,24MOIS,,
2752,376/ 13 E 030 /96/16,13 E 030,PRISTINAMYCINE,PYOSTACINE,COMP.PELLI.SEC.,500MG,B/16,Liste I,HOP,OFF,,SANOFI AVENTIS FRANCE,FRANCE,12/14/1996,3/7/2017,Ré,I,48 MOIS ,,
2753,169/ 09 N 067 /99/15,09 N 067,PROGESTERONE,PROGESTOGEL,GEL pour applicat cutanée                   ,1G%,T/80G,,HOP,OFF,,BESINS INTERNATIONAL,FRANCE,1/26/1999,11/8/2015,Ré,I,36 MOIS,,
2754,515/ 09 N 109 /16,09 N 109,PROGESTERONE,PROGEVA,CAPSULE MOLLE ORALE ET VAGINALE ,100MG,B/30,Liste I,HOP,OFF,,EFFIK,France,7/26/2016,7/26/2016,Gé,I,36MOIS,,
2755,515/ 09 N 155 /16,09 N 155,PROGESTERONE,PROGEVA,CAPSULE MOLLE ORALE ET VAGINALE ,200MG,B/15,Liste I,HOP,OFF,,EFFIK,FRANCE,7/26/2016,7/26/2016,Gé,I,,,
2756,487/ 01 A 011 /06/14,01 A 011,PROMETHAZINE CHLORHYDRATE EXPRIME EN PROMETHAZINE,PRANOK,SOL. INJ.,50MG/02ML,B/100 AMP. 02ML,Liste I,HOP,,,GLOBAL PHARMATECH PRIVATE LIMITED,INDE,7/22/2006,11/2/2014,Gé,I,36 MOIS,,
2757,186 / 07 U 184/ 18,07 U 184,Propanolol chlorhydrate exprimé en propanolol,HEMANGIOL,SOL BUV,"3,75 MG/ML",B/01 FL DE 120 ML + 01 SEREINGUE GRADUEE EN MG,LISTE I,HOP,,,PIERRE FABRE DERMATOLOGIE,France,11/29/2018,11/29/2018,Ré,I,36MOIS,,
2758,467/ 02 B 065 /15,02 B 065,PROPOFOL,DIPRIVAN ,EMULSION INJECTABLE EN SURINGUE Pré-remplie,20mg/ml,B/1 DE 50 ML ,Liste I,HOP ,,,ASPEN PHARMA SCHWEIZ GMBH,ROYAUME UNI,12/27/2015,12/27/2015,Ré,I,24 MOIS ,,
2759,467/ 02 B 64 /15,02 B 064,PROPOFOL,DIPRIVAN ,EMULSION INJECTABLE IV EN SURINGUE Pré-remplie,10MG/ML,B/1 SERINGUE PRE REMPLIE DE 50 ML ,Liste I,HOP,,,ASPEN PHARMA SCHWEIZ GMBH,SUISSE,12/27/2015,12/27/2015,Ré,I,24 MOIS,,
2760,332/ 02 B 011 /08/16,02 B 011 ,PROPOFOL,PROPOFOL FRESENIUS 1%,EMULSION  INJ. IV ET POUR PERF.IV,1% (OU 10MG/ML) ( OU 200MG/20ML),B/5AMP./20ML (200MG/20ML),Liste I,HOP,,,FRESENIUS KABI,FRANCE,2/20/2008,7/19/2016,Gé,I,36MOIS,,
2761,352/ 02 B 011 /07/18,02 B 011 ,PROPOFOL,PROVIVE,EMULSION IV PERF.,1% (OU 10MG/ML),B/05 FL DE 20ML,Liste I,HOP,,,EL KENDI INDUSTRIE DU MEDICAMENT,ALGERIE,11/4/2007,2/15/2018,Gé,I,24 MOIS,,
2762,242/ 06 F 073 /13,06 F 073,PROPRANOLOL CHLORHYDRATE,FEDICARD,COMPRIME SECABLE ,40MG,B/30,Liste I,HOP,OFF,,GROUPE SANTE,ALGERIE,1/10/2013,1/10/2013,Gé,Fprémix,24 MOIS,,
2763,418/ 06 F 073 /19,06 F 073,PROPRANOLOL CHLORHYDRATE,NEOCARDIL,COMP.SEC,40MG,B/50,Liste I,HOP,OFF,,NEOMEDIC SARL,ALGERIE,3/25/2019,3/25/2019,Gé,F,24 MOIS,,
2764,045/ 19 B 011 /99,19 B 011,PYRANTEL,COMBANTRIN,SIROP,"125MG/2,5ML",FL/15ML,,HOP,OFF,,PFIZER PHARM ALGERIE,ALGERIE,2/24/1999,2/24/1999,Gé,F,,,
2765,087/ 19 B 010 /98,19 B 010,PYRANTEL,HELMINTOX,COMP.PELLI.SEC.,125MG,B/6,,HOP,OFF,,INNOTECH INTERNATIONAL,FRANCE,2/9/1998,2/9/1998,Gé,I,,,
2766,087/ 19 B 011 /98,19 B 011,PYRANTEL,HELMINTOX,SIROP,"125MG/2,5ML",FL/15ML,,HOP,OFF,,INNOTECH INTERNATIONAL,FRANCE,2/9/1998,2/9/1998,Gé,I,,,
2767,045/ 19 B 010 /98,19 B 010,PYRANTEL ,COMBANTRIN,COMPRIME,125MG,B/6,,HOP,OFF,,PFIZER PHARM ALGERIE  ALGERIA BUSINESS CENTER,ALGERIE,11/25/1998,2/25/2006,Ré,F,,,
2768,087/ 19 B 028 /00,19 B 028,PYRANTEL ,HELMINTOX,COMP PELLI.SEC.,250MG,B/3,,HOP,OFF,,INNOTECH INTERNATIONAL,FRANCE,7/18/2000,7/18/2000,Ré,I,,,
2769,465/ 15 C 026 /05/17,15 C 026,PYRIDOSTIGMINE BROMURE,MESTINON,DRG.,60MG,B/20 ET B/150,,HOP,OFF,,MEDA PHARMACEUTICALS SWITZERLAND GMBH ,SUISSE,10/19/2005,1/24/2018,Ré,I,36MOIS,,
2770,348/ 14 H 102 /08,14 H 102 ,PYRIDOXINE CHLORHYDRATE,PYRIDOXINE API,COMPRIME,250MG,B/20,,HOP,OFF,,ALGERIAN PHARMACEUTICAL INSTITUT (API),ALGERIE,9/10/2008,9/10/2008,Gé,F,,,
2771,001/16 D 164/17,16 D 164,QUETIAPINE FUMARATE EXPRIME EN QUETIAPINE,QUETAL LP,COMP. PELLI. LP,200MG,B/30 ET B/60,Liste I,HOP,OFF,,HIKMA PHARMA ALGERIA SARL,ALGERIE,6/29/2017,6/29/2017,G,F PREMIX,24 MOIS,,
2772,001/16 D 166/17,16 D 166,QUETIAPINE FUMARATE EXPRIME EN QUETIAPINE,QUETAL LP,COMP PELL LP,50 MG,B/30 ET B/60,Liste I,HOP,OFF,,HIKMA PHARMA ALGERIA SARL,ALGERIE,4/12/2017,4/12/2017,Gé,F,24 MOIS,,
2773,001/16 D 167/17,16 D 167,QUETIAPINE FUMARATE EXPRIME EN QUETIAPINE,QUETAL LP,COMP PELL LP,150 MG,B/30 ET B/60,Liste I,HOP,OFF,,HIKMA PHARMA ALGERIA SARL,ALGERIE,4/12/2017,4/12/2017,Gé,F,24 MOIS,,
2774,256/ 16 D 148 /09,16 D 148,QUETIAPINE FUMARATE EXPRIME EN QUETIAPINE,SEROQUEL,COMP. ENRO.,25MG,B/60,Liste I,HOP,OFF,,ASTRA ZENECA UK LIMITED,ROYAUME UNI,9/23/2009,9/23/2009,Ré,I,,,
2775,256/ 16 D 149 /09,16 D 149,QUETIAPINE FUMARATE EXPRIME EN QUETIAPINE,SEROQUEL,COMPRIME PELLICULE ,100MG,B/60,Liste I,HOP,OFF,,ASTRA ZENECA UK LIMITED,ROYAUME UNI,9/23/2009,9/23/2009,Ré,I,36 MOIS,,
2776,256/ 16 D 150 /09,16 D 150,QUETIAPINE FUMARATE EXPRIME EN QUETIAPINE,SEROQUEL,COMPRIME PELLICULE ,200MG,B/60,Liste I,HOP,OFF,,ASTRA ZENECA UK LIMITED,ROYAUME UNI,9/23/2009,9/23/2009,Ré,I,36 MOIS,,
2777,256/ 16 D 151 /09,16 D 151,QUETIAPINE FUMARATE EXPRIME EN QUETIAPINE,SEROQUEL,COMPRIME PELLICULE ,300MG,B/60,Liste I,HOP,OFF,,ASTRA ZENECA UK LIMITED,ROYAUME UNI,9/23/2009,9/23/2009,Ré,I,36 MOIS,,
2778,286/ 16 D 148 /16,16 D 148,QUETIAPINE FUMARATE EXPRIME EN QUETIAPINE,SELOPRESS,COMPRIME PELLICULE ,25MG,B/60,Liste I,HOP,OFF,,SARL CPCM ,ALGERIE,3/13/2016,3/13/2016,Gé,Fprémix,24MOIS,,
2779,286/ 16 D 149 /16,16 D 149,QUETIAPINE FUMARATE EXPRIME EN QUETIAPINE,SELOPRESS,COMPRIME PELLICULE ,100MG,B/60,Liste I,HOP,OFF,,CPCM SARL ,ALGERIE,2/22/2016,4/25/2016,Gé,F,24 MOIS,,
2780,286/ 16 D 150 /16,16 D 150,QUETIAPINE FUMARATE EXPRIME EN QUETIAPINE,SELOPRESS,COMPRIME PELLICULE ,200MG,B/60,Liste I,HOP,OFF,,CPCM SARL ,ALGERIE,2/22/2016,2/22/2016,Gé,Fprémix,24 MOIS ,,
2781,286/ 16 D 151 /16,16 D 151,QUETIAPINE FUMARATE EXPRIME EN QUETIAPINE,SELOPRESS,COMPRIME PELLICULE ,300MG,B/60,Liste I,HOP,OFF,,CPCM SARL ,ALGERIE,2/16/2016,2/16/2016,Gé,Fprémix,24 mois,,
2782,352/ 16 D 150 /14,16 D 150,QUETIAPINE FUMARATE EXPRIME EN QUETIAPINE,PINAQUINE,COMPRIME PELLICULE ,200MG,B/60,Liste I,HOP,OFF,,EL KENDI INDUSTRIE DU MEDICAMENT SPA,ALGERIE,11/30/2014,11/30/2014,Gé,F,24 MOIS,,
2783,352/ 16 D 162 /14,16 D 162,QUETIAPINE FUMARATE EXPRIME EN QUETIAPINE,PINAQUINE,COMPRIME PELLICULE ,50MG,B/60,Liste I,HOP,OFF,,EL KENDI INDUSTRIE DU MEDICAMENT SPA,ALGERIE,12/15/2014,12/15/2014,Gé,F,36 MOIS,,
2784,352/ 16 D 164 /15,16 D 164,QUETIAPINE FUMARATE EXPRIME EN QUETIAPINE,PINAQUINE LP,COMP. PELLI. LP,200MG,B/60,Liste I,HOP,OFF,,EL KENDI INDUSTRIE DU MEDICAMENT SPA,ALGERIE,7/26/2015,7/26/2015,Gé,F,36 MOIS,,
2785,510/16 D 151/17,16 D 151,QUETIAPINE FUMARATE EXPRIME EN QUETIAPINE,Q-PINE ALEMBIC MAMI,COMPRIME PELLICULE ,300MG,B/30,Liste I,HOP,OFF,,ALMENCI MAMI SPA,ALGERIE,2/12/2017,2/12/2017,Gé,F,24 MOIS,,
2786,510/16 D 162/17,16 D 162,QUETIAPINE FUMARATE EXPRIME EN QUETIAPINE,Q-PINE ALEMBIC MAMI,COMPRIME PELLICULE ,50MG,B/30,Liste I,HOP,OFF,,ALEMBIC MAMI SPA,ALGERIE,3/27/2017,3/27/2017,Gé,F,24 MOIS,,
2787,001/16 D 169/17,16 D 169,QUETIPINE FUMARATE EXPRIME EN QUETIAPINE,QUETAL LP,CP PELL LP,300 MG,B/60,LISTE I,HOP,OFF,,HIKMA PHARMA ALGERIA SARL,ALGERIE,5/28/2017,5/28/2017,Gé,F,24 MOIS,,
2788,045/ 06 E 129 /97/15,06 E 129,QUINAPRIL CHLORHYDRATE EXPRIME EN QUINAPRIL,ACUITEL,COMP. ENRO. SEC.,5MG,B/28,Liste I,HOP,OFF,,PFIZER HOLDING FRANCE,FRANCE,5/27/1997,5/27/1997,Ré,I,36 MOIS,,
2789,045/ 06 E 130 /97/15,06 E 130,QUINAPRIL CHLORHYDRATE EXPRIME EN QUINAPRIL,ACUITEL,COMP. ENRO. SEC.,20MG,B/28,Liste I,HOP,OFF,,PFIZER HOLDING FRANCE,FRANCE,5/27/1997,6/18/2015,Ré,I,36 MOIS,,
2790,045/ 06 E 131 /97/16,06 E 131,QUINAPRIL CHLORHYDRATE EXPRIME EN QUINAPRIL / HYDROCHLOROTHIAZIDE,ACUILIX,COMP .PELLI .SEC,"20MG/12,5MG",B/28,Liste I,HOP,OFF,,PFIZER,FRANCE,5/25/1997,3/12/2017,Ré,I,24 MOIS,,
2791,235/10 H 178/17,10 H 178 ,RACECADOTRIL,DOCATRIL,PDRE. ORALE EN SACHET DOSE,30MG/SACH.,B/30,Liste I,HOP,OFF,,BIOGALENIC ,ALGERIE,5/17/2017,5/17/2017,Gé,F,24 MOIS,,
2792,263/10 H 177/17,10 H 177 ,RACECADOTRIL,TIOPAM NOURISSONS,PDRE. ORALE EN SACHET DOSE,10MG/SACH.,B/16,Liste I,HOP,OFF,,BIOPHARM SPA,ALGERIE,4/12/2017,4/12/2017,Gé,F,24 MOIS,,
2793,263/10 H 178/17,10 H 178 ,RACECADOTRIL,TIOPAM ENFANT,PDRE. ORALE EN SACHET DOSE,30MG/SACH.,B/30,Liste I,HOP,OFF,,BIOPHARM SPA,ALGERIE,6/12/2017,6/12/2017,Gé,F,24 MOIS,,
2794,268/10 H 177/19,10 H 177,RACECADOTRIL,CELOFON NOURRISSON,PDRE ORALE EN SACHET DOSE UNIDOSE,10MG,B/16 SACHETS DOSE,LISTE I,HOP,OFF,,MERINAL,ALGERIE,12/11/2019,12/19/2019,Gé,F,24MOIS,,
2795,289/10 H 177/19,10 H 177,RACECADOTRIL,DIARFAN,GRANULES P/SUSP BUV EN SACHET DOSE,10MG,B/16 SACHETS DOSE,LISTE I,HOP,OFF,,FRATER RAZES FORME SECHE SPA,ALGERIE,12/19/2019,12/19/2019,Gé,F,24MOIS,,
2796,352/ 21 G 054 /15,21 G 054,RALOXIFENE CHLORHYDRATE,EVIFEN,COMPRIME PELLICULE ,60MG,B/30,Liste I,HOP,OFF,,EL KENDI INDUSTRIE DU MEDICAMENT SPA,ALGERIE,3/18/2015,3/18/2015,Gé,F,36 MOIS,,
2797,024/13 P 480/17,13 P 480,RALTEGRAVIR,ISENTRESS,COMPRIME PELLICULE ,400 MG,B/ 01 FL DE 60,LISTE I,HOP ,,,MERCK SHARP DOHME LTD,ROYAUME UNI,5/19/2017,5/19/2017,Ré,I,30 MOIS ,,
2798,035/06 E 127/17,06 E 127,RAMIPRIL,TANATRIL,COMPRIME SECABLE ,"2,5MG ",B/30,LISTE I,HOP,OFF,,PHARMALLIANCE EURL,ALGERIE,7/30/2017,7/30/2017,Gé,F,24 MOIS,,
2799,035/06 E 128/17,06 E 128,RAMIPRIL,TANATRIL,COMPRIME SECABLE ,5MG,B/30,Liste I,HOP,OFF,,PHARMALLIANCE EURL,ALGERIE,7/16/2017,7/16/2017,Gé,F,24 MOIS,,
2800,035/06 E 139/17,06 E 139,RAMIPRIL,TANATRIL,COMPRIME,"1,25MG",B/30,Liste I,HOP,OFF,,PHARMALLIANCE EURL,ALGERIE,6/29/2017,6/29/2017,Gé,F,24 MOIS ,,
2801,035/06 E 201/17,06 E 201,RAMIPRIL,TANATRIL ,COMPRIME SECABLE ,10MG,B/30,Liste I,HOP,OFF,,PHARMALLIANCE EURL,ALGERIE,7/16/2017,7/16/2017,G,F,24 MOIS,,
2802,050/ 06 E 128 /12,06 E 128,RAMIPRIL,RAMINORM,COMPRIME,5MG,B/30,Liste I,HOP,OFF,,SANDOZ SPA,ALGERIE,10/21/2012,10/21/2012,Gé,Fprémix,,,
2803,050/ 06 E 201 /12,06 E 201,RAMIPRIL,RAMINORM,COMPRIME,10MG,B/30,Liste I,HOP,OFF,,SANDOZ SPA,ALGERIE,9/25/2012,9/25/2012,Gé,Fprémix,,,
2804,289/06 E 127/07/16,06 E 127,RAMIPRIL,TRIAMPEX,GLES.,"2,5MG",B/30,Liste I,HOP,OFF,,FRATER SARL ,ALGERIE,9/10/2007,10/19/2016,Gé,F,36 MOIS,,
2805,447/ 06 E 127 /14,06 E 127,RAMIPRIL,RAMIPRIL BEKER,COMPRIME SECABLE ,"2,5MG ",B/30 ET B/90,LISTE I,HOP,OFF,,LABORATOIRES BEKER,ALGERIE,6/1/2014,6/1/2014,Gé,F,,,
